feature_index,street_name,city,score
1827,INTERSTATE 93,181,3.0
1828,INTERSTATE 93,181,3.0
1829,INTERSTATE 93,181,3.0
1830,INTERSTATE 93,181,3.0
1831,INTERSTATE 93,181,3.0
1832,INTERSTATE 93,181,3.0
1833,INTERSTATE 91,127,3.0
1834,INTERSTATE 93,176,3.0
1835,INTERSTATE 93,176,3.0
1836,INTERSTATE 93,35,6.0
1837,MASSACHUSETTS TURNPIKE,35,6.0
1838,MASSACHUSETTS TURNPIKE,35,12.0
1839,MASSACHUSETTS TURNPIKE,256,6.0
1840,INTERSTATE 91,29,6.0
1841,INTERSTATE 91,29,6.0
1842,INTERSTATE 91,29,6.0
1843,INTERSTATE 91,29,6.0
1844,INTERSTATE 91,29,12.0
1845,INTERSTATE 91,29,12.0
1846,INTERSTATE 93,176,3.0
1847,INTERSTATE 93,176,3.0
1848,INTERSTATE 93,176,3.0
1849,INTERSTATE 93,176,3.0
1850,INTERSTATE 93,176,3.0
1851,SERGEANT WILLIAM G WALSH EXPRESSWAY,189,3.0
1852,YANKEE DIVISION HIGHWAY,189,3.0
1853,SERGEANT WILLIAM G WALSH EXPRESSWAY,189,3.0
1854,SERGEANT WILLIAM G WALSH EXPRESSWAY,189,3.0
1855,SERGEANT WILLIAM G WALSH EXPRESSWAY,189,3.0
1856,INTERSTATE 93,243,3.0
1857,INTERSTATE 93,243,3.0
1859,INTERSTATE 93,9,3.0
1860,INTERSTATE 93,9,3.0
1861,INTERSTATE 93,9,3.0
1862,INTERSTATE 93,9,3.0
1863,INTERSTATE 91,337,6.0
1864,INTERSTATE 93,176,3.0
1865,INTERSTATE 93,176,3.0
1866,INTERSTATE 93,176,3.0
1867,INTERSTATE 93,176,3.0
1868,INTERSTATE 93,176,3.0
1869,INTERSTATE 93,176,3.0
1870,INTERSTATE 93,176,3.0
1871,SERGEANT WILLIAM G WALSH EXPRESSWAY,189,3.0
1872,SERGEANT WILLIAM G WALSH EXPRESSWAY,189,3.0
1873,YANKEE DIVISION HIGHWAY,189,3.0
1874,SERGEANT WILLIAM G WALSH EXPRESSWAY,189,3.0
1875,MASSACHUSETTS TURNPIKE,35,6.0
1876,MASSACHUSETTS TURNPIKE,35,3.0
1877,MASSACHUSETTS TURNPIKE,35,12.0
1878,MASSACHUSETTS TURNPIKE,35,3.0
1879,MASSACHUSETTS TURNPIKE,35,3.0
1880,MASSACHUSETTS TURNPIKE,35,6.0
1881,MASSACHUSETTS TURNPIKE,35,3.0
1882,MASSACHUSETTS TURNPIKE,35,3.0
1883,MASSACHUSETTS TURNPIKE,61,3.0
1884,MASSACHUSETTS TURNPIKE,61,3.0
1885,MASSACHUSETTS TURNPIKE,100,3.0
1886,MASSACHUSETTS TURNPIKE,100,3.0
1887,INTERSTATE 91,137,3.0
1888,INTERSTATE 91,137,3.0
1889,INTERSTATE 91,137,3.0
1890,INTERSTATE 93,342,3.0
1891,INTERSTATE 93,342,3.0
1892,INTERSTATE 93,342,3.0
1893,INTERSTATE 93,342,3.0
1894,INTERSTATE 93,342,3.0
1895,INTERSTATE 93,243,3.0
1896,INTERSTATE 93,9,3.0
1897,MASSACHUSETTS TURNPIKE,33,6.0
1898,BLUE STAR MEMORIAL HIGHWAY,42,3.0
1899,INTERSTATE 95,7,3.0
1900,INTERSTATE 95,7,3.0
1901,INTERSTATE 95,7,3.0
1902,INTERSTATE 95,7,3.0
1903,INTERSTATE 95,7,3.0
1904,INTERSTATE 95,7,3.0
1905,INTERSTATE 91,137,3.0
1906,MASSACHUSETTS TURNPIKE,61,3.0
1907,INTERSTATE 91,137,3.0
1908,INTERSTATE 91,137,3.0
1909,INTERSTATE 93,243,3.0
1910,INTERSTATE 93,243,3.0
1911,INTERSTATE 93,244,3.0
1912,INTERSTATE 93,274,3.0
1913,INTERSTATE 93,274,3.0
1914,MASSACHUSETTS TURNPIKE,333,3.0
1915,MASSACHUSETTS TURNPIKE,333,3.0
1916,MASSACHUSETTS TURNPIKE,339,3.0
1917,MASSACHUSETTS TURNPIKE,339,3.0
1918,MASSACHUSETTS TURNPIKE,35,6.0
1919,MASSACHUSETTS TURNPIKE,35,6.0
1920,MASSACHUSETTS TURNPIKE,35,6.0
1921,MASSACHUSETTS TURNPIKE,35,6.0
1922,YANKEE DIVISION HIGHWAY,48,3.0
1925,MASSACHUSETTS TURNPIKE,226,3.0
1926,MASSACHUSETTS TURNPIKE,227,3.0
1927,MASSACHUSETTS TURNPIKE,227,3.0
1928,INTERSTATE 93,35,6.0
1929,INTERSTATE 93,342,3.0
1930,INTERSTATE 95,7,3.0
1931,INTERSTATE 91,214,6.0
1932,JOHN F FITZGERALD EXPRESSWAY,35,6.0
1933,YANKEE DIVISION HIGHWAY,50,3.0
1934,MASSACHUSETTS TURNPIKE,17,3.0
1935,MASSACHUSETTS TURNPIKE,17,3.0
1936,MASSACHUSETTS TURNPIKE,17,3.0
1937,MASSACHUSETTS TURNPIKE,22,6.0
1938,MASSACHUSETTS TURNPIKE,22,6.0
1939,MASSACHUSETTS TURNPIKE,22,6.0
1940,MASSACHUSETTS TURNPIKE,61,3.0
1941,BLUE STAR MEMORIAL HIGHWAY,310,3.0
1942,BLUE STAR MEMORIAL HIGHWAY,310,3.0
1943,BLUE STAR MEMORIAL HIGHWAY,310,3.0
1944,INTERSTATE 93,243,3.0
1945,YANKEE DIVISION HIGHWAY,243,3.0
1946,MASSACHUSETTS TURNPIKE,35,6.0
1947,MASSACHUSETTS TURNPIKE,43,3.0
1948,MASSACHUSETTS TURNPIKE,43,3.0
1949,MASSACHUSETTS TURNPIKE,43,3.0
1950,MASSACHUSETTS TURNPIKE,43,3.0
1951,MASSACHUSETTS TURNPIKE,139,3.0
1952,MASSACHUSETTS TURNPIKE,150,6.0
1953,MASSACHUSETTS TURNPIKE,150,6.0
1954,MASSACHUSETTS TURNPIKE,333,3.0
